soc_start,title_start,soc_end,title_end,risk_start,risk_end,salarymax_start,salarymax_end,dist_all_alt,rank
11-3031.01,Treasurers and Controllers,11-1011.00,Chief Executives,0.462425,0.05175,84119,114942,0.05613295,14
11-3031.01,Treasurers and Controllers,13-2041.00,Credit Analysts,0.462425,0.91457,84119,46579,0.058224815,15
11-3031.01,Treasurers and Controllers,11-3061.00,Purchasing Managers,0.462425,0.159306,84119,84921,0.059807335,16
11-3031.01,Treasurers and Controllers,11-3051.05,Methane/Landfill Gas Collection System Operators,0.462425,0.916986,84119,,0.060711596,17
11-3031.01,Treasurers and Controllers,13-1081.00,Logisticians,0.462425,0.45,84119,50461,0.061453601,18
11-3031.01,Treasurers and Controllers,11-9141.00,"Property, Real Estate, and Community Association Managers",0.462425,0.180724,84119,82967,0.062401997,19
11-3031.01,Treasurers and Controllers,41-3031.03,Securities and Commodities Traders,0.462425,0.83809,84119,,0.06263548,20
11-3031.02,"Financial Managers, Branch or Department",41-3031.01,"Sales Agents, Securities and Commodities",0.202787,0.461725,84119,55469,0.030753857,1
11-3031.02,"Financial Managers, Branch or Department",11-9071.00,Gaming Managers,0.202787,0.171294,84119,45339,0.033433257,2
11-3031.02,"Financial Managers, Branch or Department",13-2099.03,Investment Underwriters,0.202787,0.840213,84119,,0.036883884,3
11-3031.02,"Financial Managers, Branch or Department",41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,0.202787,0.10303,84119,46161,0.036961414,4
11-3031.02,"Financial Managers, Branch or Department",11-2022.00,Sales Managers,0.202787,0.0785883,84119,90557,0.037797313,5
11-3031.02,"Financial Managers, Branch or Department",41-3099.01,Energy Brokers,0.202787,0.871221,84119,,0.040176805,6
11-3031.02,"Financial Managers, Branch or Department",41-3031.02,"Sales Agents, Financial Services",0.202787,0.150197,84119,46579,0.040202436,7
11-3031.02,"Financial Managers, Branch or Department",11-3061.00,Purchasing Managers,0.202787,0.159306,84119,84921,0.040475138,8
11-3031.02,"Financial Managers, Branch or Department",11-1011.00,Chief Executives,0.202787,0.05175,84119,114942,0.041331494,9
11-3031.02,"Financial Managers, Branch or Department",11-9199.03,Investment Fund Managers,0.202787,0.679049,84119,,0.041469701,10
11-3031.02,"Financial Managers, Branch or Department",13-2052.00,Personal Financial Advisors,0.202787,0.265587,84119,57215,0.042213667,11
11-3031.02,"Financial Managers, Branch or Department",41-3031.03,Securities and Commodities Traders,0.202787,0.83809,84119,,0.043249376,12
11-3031.02,"Financial Managers, Branch or Department",13-2011.02,Auditors,0.202787,0.5,84119,58234,0.043314501,13
11-3031.02,"Financial Managers, Branch or Department",13-2061.00,Financial Examiners,0.202787,0.453411,84119,57215,0.043554086,14
11-3031.02,"Financial Managers, Branch or Department",11-9141.00,"Property, Real Estate, and Community Association Managers",0.202787,0.180724,84119,82967,0.044887239,15
11-3031.02,"Financial Managers, Branch or Department",11-3031.01,Treasurers and Controllers,0.202787,0.462425,84119,84119,0.045147676,16
11-3031.02,"Financial Managers, Branch or Department",13-1081.00,Logisticians,0.202787,0.45,84119,50461,0.046677784,17
11-3031.02,"Financial Managers, Branch or Department",39-1011.00,Gaming Supervisors,0.202787,0.493577,84119,43718,0.048080964,18
11-3031.02,"Financial Managers, Branch or Department",11-3011.00,Administrative Services Managers,0.202787,0.206362,84119,72301,0.048113149,19
11-3031.02,"Financial Managers, Branch or Department",11-3071.01,Transportation Managers,0.202787,0.0916974,84119,71855,0.049136227,20
11-3051.00,Industrial Production Managers,13-2099.03,Investment Underwriters,0.0832477,0.840213,74805,,0.026361241,1
11-3051.00,Industrial Production Managers,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",0.0832477,0.219057,74805,79633,0.038147533,2
11-3051.00,Industrial Production Managers,11-3061.00,Purchasing Managers,0.0832477,0.159306,74805,84921,0.038488494,3
11-3051.00,Industrial Production Managers,11-3071.02,Storage and Distribution Managers,0.0832477,0.181386,74805,71855,0.040297296,4
11-3051.00,Industrial Production Managers,11-9199.04,Supply Chain Managers,0.0832477,0.121314,74805,60297,0.041432458,5
11-3051.00,Industrial Production Managers,11-9131.00,Postmasters and Mail Superintendents,0.0832477,0.210306,74805,58501,0.042975426,6
11-3051.00,Industrial Production Managers,53-1021.01,Recycling Coordinators,0.0832477,0.188101,74805,,0.043687187,7
11-3051.00,Industrial Production Managers,11-3071.01,Transportation Managers,0.0832477,0.0916974,74805,71855,0.043747922,8
11-3051.00,Industrial Production Managers,11-3051.03,Biofuels Production Managers,0.0832477,0.174614,74805,,0.044090737,9
11-3051.00,Industrial Production Managers,11-3051.02,Geothermal Production Managers,0.0832477,0.0988711,74805,111682,0.044187218,10
11-3051.00,Industrial Production Managers,11-3071.03,Logistics Managers,0.0832477,0.174713,74805,71855,0.044556898,11
11-3051.00,Industrial Production Managers,11-3051.04,Biomass Power Plant Managers,0.0832477,0.117782,74805,111682,0.046027387,12
11-3051.00,Industrial Production Managers,11-9071.00,Gaming Managers,0.0832477,0.171294,74805,45339,0.046732259,13
11-3051.00,Industrial Production Managers,13-1081.00,Logisticians,0.0832477,0.45,74805,50461,0.047125554,14
11-3051.00,Industrial Production Managers,11-3011.00,Administrative Services Managers,0.0832477,0.206362,74805,72301,0.047354432,15
11-3051.00,Industrial Production Managers,11-9199.09,Wind Energy Operations Managers,0.0832477,0.165829,74805,,0.048577184,16
11-3051.00,Industrial Production Managers,43-5061.00,"Production, Planning, and Expediting Clerks",0.0832477,0.625506,74805,50990,0.049120899,17
11-3051.00,Industrial Production Managers,11-3051.06,Hydroelectric Production Managers,0.0832477,0.169755,74805,,0.050160968,18
11-3051.00,Industrial Production Managers,11-1021.00,General and Operations Managers,0.0832477,0.19469,74805,114942,0.051513573,19
11-3051.00,Industrial Production Managers,11-9199.08,Loss Prevention Managers,0.0832477,0.0628574,74805,53748,0.05415321,20
11-3051.01,Quality Control Systems Managers,13-2099.03,Investment Underwriters,0.390346,0.840213,74805,,0.02650498,1
11-3051.01,Quality Control Systems Managers,11-3051.05,Methane/Landfill Gas Collection System Operators,0.390346,0.916986,74805,,0.034292918,2
11-3051.01,Quality Control Systems Managers,11-3051.03,Biofuels Production Managers,0.390346,0.174614,74805,,0.050827136,3
11-3051.01,Quality Control Systems Managers,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",0.390346,0.219057,74805,79633,0.051685491,4
11-3051.01,Quality Control Systems Managers,11-3051.02,Geothermal Production Managers,0.390346,0.0988711,74805,111682,0.053282395,5
11-3051.01,Quality Control Systems Managers,11-3051.04,Biomass Power Plant Managers,0.390346,0.117782,74805,111682,0.055251645,6
11-3051.01,Quality Control Systems Managers,11-9199.09,Wind Energy Operations Managers,0.390346,0.165829,74805,,0.055555832,7
11-3051.01,Quality Control Systems Managers,11-3051.00,Industrial Production Managers,0.390346,0.0832477,74805,74805,0.055764154,8
11-3051.01,Quality Control Systems Managers,53-1021.01,Recycling Coordinators,0.390346,0.188101,74805,,0.056912912,9
11-3051.01,Quality Control Systems Managers,11-3051.06,Hydroelectric Production Managers,0.390346,0.169755,74805,,0.05870998,10
11-3051.01,Quality Control Systems Managers,11-3011.00,Administrative Services Managers,0.390346,0.206362,74805,72301,0.062202006,11
11-3051.01,Quality Control Systems Managers,11-9199.07,Security Managers,0.390346,0.060856,74805,,0.062708672,12
11-3051.01,Quality Control Systems Managers,53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.390346,0.164615,74805,88694,0.064163977,13
11-3051.01,Quality Control Systems Managers,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,0.390346,0.470787,74805,40409,0.064585417,14
11-3051.01,Quality Control Systems Managers,11-9199.02,Compliance Managers,0.390346,0.131643,74805,53748,0.064681976,15
11-3051.01,Quality Control Systems Managers,43-5061.00,"Production, Planning, and Expediting Clerks",0.390346,0.625506,74805,50990,0.064777134,16
11-3051.01,Quality Control Systems Managers,11-3071.02,Storage and Distribution Managers,0.390346,0.181386,74805,71855,0.066637643,17
11-3051.01,Quality Control Systems Managers,11-9199.08,Loss Prevention Managers,0.390346,0.0628574,74805,53748,0.067289423,18
11-3051.01,Quality Control Systems Managers,33-9099.02,Retail Loss Prevention Specialists,0.390346,0.186744,74805,,0.068131153,19
11-3051.01,Quality Control Systems Managers,11-3071.03,Logistics Managers,0.390346,0.174713,74805,71855,0.068455961,20
11-3051.02,Geothermal Production Managers,11-3051.04,Biomass Power Plant Managers,0.0988711,0.117782,111682,111682,0.020502243,1
11-3051.02,Geothermal Production Managers,11-3051.06,Hydroelectric Production Managers,0.0988711,0.169755,111682,,0.020919577,2
11-3051.02,Geothermal Production Managers,11-9199.09,Wind Energy Operations Managers,0.0988711,0.165829,111682,,0.029478042,3
11-3051.02,Geothermal Production Managers,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",0.0988711,0.219057,111682,79633,0.031791287,4
11-3051.02,Geothermal Production Managers,11-3051.03,Biofuels Production Managers,0.0988711,0.174614,111682,,0.033168882,5
11-3051.02,Geothermal Production Managers,13-2099.03,Investment Underwriters,0.0988711,0.840213,111682,,0.036546224,6
11-3051.02,Geothermal Production Managers,11-3051.05,Methane/Landfill Gas Collection System Operators,0.0988711,0.916986,111682,,0.041894604,7
11-3051.02,Geothermal Production Managers,11-3051.00,Industrial Production Managers,0.0988711,0.0832477,111682,74805,0.044187218,8
11-3051.02,Geothermal Production Managers,11-3051.01,Quality Control Systems Managers,0.0988711,0.390346,111682,74805,0.053282395,9
11-3051.02,Geothermal Production Managers,11-9199.07,Security Managers,0.0988711,0.060856,111682,,0.054663735,10
11-3051.02,Geothermal Production Managers,11-3071.02,Storage and Distribution Managers,0.0988711,0.181386,111682,71855,0.055482682,11
11-3051.02,Geothermal Production Managers,53-1021.01,Recycling Coordinators,0.0988711,0.188101,111682,,0.058852771,12
11-3051.02,Geothermal Production Managers,11-9199.10,Wind Energy Project Managers,0.0988711,0.161655,111682,,0.063251366,13
11-3051.02,Geothermal Production Managers,11-3071.03,Logistics Managers,0.0988711,0.174713,111682,71855,0.063929469,14
11-3051.02,Geothermal Production Managers,11-3071.01,Transportation Managers,0.0988711,0.0916974,111682,71855,0.064299533,15
11-3051.02,Geothermal Production Managers,11-9199.08,Loss Prevention Managers,0.0988711,0.0628574,111682,53748,0.064564857,16
11-3051.02,Geothermal Production Managers,13-1199.01,Energy Auditors,0.0988711,0.830859,111682,58234,0.065448699,17
11-3051.02,Geothermal Production Managers,11-9041.00,Architectural and Engineering Managers,0.0988711,0.108946,111682,112674,0.067241588,18
11-3051.02,Geothermal Production Managers,47-1011.03,Solar Energy Installation Managers,0.0988711,0.161165,111682,,0.067901739,19
11-3051.02,Geothermal Production Managers,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",0.0988711,0.436791,111682,57556,0.069020959,20
11-3051.03,Biofuels Production Managers,11-3051.04,Biomass Power Plant Managers,0.174614,0.117782,,111682,0.023939739,1
11-3051.03,Biofuels Production Managers,11-3051.02,Geothermal Production Managers,0.174614,0.0988711,,111682,0.033168882,2
11-3051.03,Biofuels Production Managers,13-2099.03,Investment Underwriters,0.174614,0.840213,,,0.037304138,3
11-3051.03,Biofuels Production Managers,11-3051.06,Hydroelectric Production Managers,0.174614,0.169755,,,0.038134781,4
11-3051.03,Biofuels Production Managers,11-3051.05,Methane/Landfill Gas Collection System Operators,0.174614,0.916986,,,0.041769395,5
11-3051.03,Biofuels Production Managers,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",0.174614,0.219057,,79633,0.04253715,6
11-3051.03,Biofuels Production Managers,11-9199.09,Wind Energy Operations Managers,0.174614,0.165829,,,0.043868654,7
11-3051.03,Biofuels Production Managers,11-3051.00,Industrial Production Managers,0.174614,0.0832477,,74805,0.044090737,8
11-3051.03,Biofuels Production Managers,11-3051.01,Quality Control Systems Managers,0.174614,0.390346,,74805,0.050827136,9
11-3051.03,Biofuels Production Managers,11-3071.02,Storage and Distribution Managers,0.174614,0.181386,,71855,0.066148179,10
11-3051.03,Biofuels Production Managers,11-9013.03,Aquacultural Managers,0.174614,0.136214,,47000,0.067500111,11
11-3051.03,Biofuels Production Managers,53-1021.01,Recycling Coordinators,0.174614,0.188101,,,0.067899994,12
11-3051.03,Biofuels Production Managers,45-1011.06,First-Line Supervisors of Aquacultural Workers,0.174614,0.215916,,47000,0.069151717,13
11-3051.03,Biofuels Production Managers,11-3071.03,Logistics Managers,0.174614,0.174713,,71855,0.072009426,14
11-3051.03,Biofuels Production Managers,51-1011.00,First-Line Supervisors of Production and Operating Workers,0.174614,0.261479,,91743,0.074314961,15
11-3051.03,Biofuels Production Managers,11-9199.04,Supply Chain Managers,0.174614,0.121314,,60297,0.074401135,16
11-3051.03,Biofuels Production Managers,47-1011.03,Solar Energy Installation Managers,0.174614,0.161165,,,0.074670443,17
11-3051.03,Biofuels Production Managers,11-9199.07,Security Managers,0.174614,0.060856,,,0.074792117,18
11-3051.03,Biofuels Production Managers,11-3071.01,Transportation Managers,0.174614,0.0916974,,71855,0.075547554,19
11-3051.03,Biofuels Production Managers,11-3061.00,Purchasing Managers,0.174614,0.159306,,84921,0.07657839,20
11-3051.04,Biomass Power Plant Managers,11-3051.02,Geothermal Production Managers,0.117782,0.0988711,111682,111682,0.020502243,1
11-3051.04,Biomass Power Plant Managers,11-3051.03,Biofuels Production Managers,0.117782,0.174614,111682,,0.023939739,2
11-3051.04,Biomass Power Plant Managers,11-3051.06,Hydroelectric Production Managers,0.117782,0.169755,111682,,0.030273846,3
11-3051.04,Biomass Power Plant Managers,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",0.117782,0.219057,111682,79633,0.031695362,4
11-3051.04,Biomass Power Plant Managers,11-3051.05,Methane/Landfill Gas Collection System Operators,0.117782,0.916986,111682,,0.036634535,5
11-3051.04,Biomass Power Plant Managers,11-9199.09,Wind Energy Operations Managers,0.117782,0.165829,111682,,0.036652587,6
11-3051.04,Biomass Power Plant Managers,11-3051.00,Industrial Production Managers,0.117782,0.0832477,111682,74805,0.046027387,7
11-3051.04,Biomass Power Plant Managers,13-2099.03,Investment Underwriters,0.117782,0.840213,111682,,0.052233117,8
11-3051.04,Biomass Power Plant Managers,11-3051.01,Quality Control Systems Managers,0.117782,0.390346,111682,74805,0.055251645,9
11-3051.04,Biomass Power Plant Managers,11-3071.02,Storage and Distribution Managers,0.117782,0.181386,111682,71855,0.060115161,10
11-3051.04,Biomass Power Plant Managers,47-1011.03,Solar Energy Installation Managers,0.117782,0.161165,111682,,0.063343896,11
11-3051.04,Biomass Power Plant Managers,51-1011.00,First-Line Supervisors of Production and Operating Workers,0.117782,0.261479,111682,91743,0.064820953,12
11-3051.04,Biomass Power Plant Managers,53-1021.01,Recycling Coordinators,0.117782,0.188101,111682,,0.065826945,13
11-3051.04,Biomass Power Plant Managers,11-9199.07,Security Managers,0.117782,0.060856,111682,,0.066248848,14
11-3051.04,Biomass Power Plant Managers,45-1011.06,First-Line Supervisors of Aquacultural Workers,0.117782,0.215916,111682,47000,0.066767956,15
11-3051.04,Biomass Power Plant Managers,11-3071.03,Logistics Managers,0.117782,0.174713,111682,71855,0.067526241,16
11-3051.04,Biomass Power Plant Managers,11-9013.03,Aquacultural Managers,0.117782,0.136214,111682,47000,0.068157333,17
